TABLE_NO,TABLE_NAME,CODEFLAG,ELEMENT,OTHER
0 20 037,Formación del hielo,Cifra de clave,Predominancia de hielo medio y grueso del primer año con un poco de hielo viejo (generalmente de más de 2 m de espesor),
0 20 037,Formación del hielo,Cifra de clave,Predominancia de hielo viejo,
0 20 037,Formación del hielo,Cifra de clave,Reservadas,
0 20 037,Formación del hielo,Cifra de clave,"Imposible dar información debido a la oscuridad, a la falta de visibilidad, a que solo es visible hielo de origen terrestre o al hecho de que el buque se encuentra a más de 0,5 millas marinas del borde del hielo",
0 20 037,Formación del hielo,Cifra de clave,Valor faltante,
0 20 040,Evolución de la ventisca de nieve,Cifra de clave,La ventisca terminó antes de la hora de observación,
0 20 040,Evolución de la ventisca de nieve,Cifra de clave,Intensidad en disminución,
0 20 040,Evolución de la ventisca de nieve,Cifra de clave,Ningún cambio,
0 20 040,Evolución de la ventisca de nieve,Cifra de clave,Intensidad en aumento,
0 20 040,Evolución de la ventisca de nieve,Cifra de clave,"Continua, aparte de una interrupción que dura menos de 30 minutos",
0 20 040,Evolución de la ventisca de nieve,Cifra de clave,La ventisca general se ha transformado en ventisca cercana al suelo,
0 20 040,Evolución de la ventisca de nieve,Cifra de clave,La ventisca cercana al suelo se ha transformado en ventisca general,
0 20 040,Evolución de la ventisca de nieve,Cifra de clave,La ventisca ha comenzado de nuevo después de una interrupción de más de 30 minutos,
0 20 040,Evolución de la ventisca de nieve,Cifra de clave,Reservadas,
0 20 040,Evolución de la ventisca de nieve,Cifra de clave,Valor faltante,
0 20 041,Engelamiento del fuselaje de la aeronave,Cifra de clave,Sin engelamiento,
0 20 041,Engelamiento del fuselaje de la aeronave,Cifra de clave,Engelamiento leve,
0 20 041,Engelamiento del fuselaje de la aeronave,Cifra de clave,Engelamiento leve en nubes,
0 20 041,Engelamiento del fuselaje de la aeronave,Cifra de clave,Engelamiento leve en precipitación,
0 20 041,Engelamiento del fuselaje de la aeronave,Cifra de clave,Engelamiento moderado,
0 20 041,Engelamiento del fuselaje de la aeronave,Cifra de clave,Engelamiento moderado en nubes,
0 20 041,Engelamiento del fuselaje de la aeronave,Cifra de clave,Engelamiento moderado en precipitación,
0 20 041,Engelamiento del fuselaje de la aeronave,Cifra de clave,Engelamiento fuerte,
0 20 041,Engelamiento del fuselaje de la aeronave,Cifra de clave,Engelamiento fuerte en nubes,
0 20 041,Engelamiento del fuselaje de la aeronave,Cifra de clave,Engelamiento fuerte en precipitación,
0 20 041,Engelamiento del fuselaje de la aeronave,Cifra de clave,Huellas de engelamiento,
0 20 041,Engelamiento del fuselaje de la aeronave,Cifra de clave,Huellas de engelamiento en nubes,
0 20 041,Engelamiento del fuselaje de la aeronave,Cifra de clave,Huellas de engelamiento en precipitación,
0 20 041,Engelamiento del fuselaje de la aeronave,Cifra de clave,Reservadas,
0 20 041,Engelamiento del fuselaje de la aeronave,Cifra de clave,Valor faltante,
0 20 042,Presencia de engelamiento del fuselaje de la aeronave,Cifra de clave,Ausencia de engelamiento,
0 20 042,Presencia de engelamiento del fuselaje de la aeronave,Cifra de clave,Presencia de engelamiento,
0 20 042,Presencia de engelamiento del fuselaje de la aeronave,Cifra de clave,Reservada,
0 20 042,Presencia de engelamiento del fuselaje de la aeronave,Cifra de clave,Valor faltante,
0 20 045,Condiciones de gotitas de agua grandes subfundidas (SLD),Cifra de clave,Ausencia de condiciones de gotitas de agua grandes subfundidas,
0 20 045,Condiciones de gotitas de agua grandes subfundidas (SLD),Cifra de clave,Presencia de condiciones de gotitas de agua grandes subfundidas,
0 20 045,Condiciones de gotitas de agua grandes subfundidas (SLD),Cifra de clave,Reservada,
0 20 045,Condiciones de gotitas de agua grandes subfundidas (SLD),Cifra de clave,Valor faltante,
0 20 048,Evolución del elemento,Cifra de clave,Estabilidad,
0 20 048,Evolución del elemento,Cifra de clave,Disminución,
0 20 048,Evolución del elemento,Cifra de clave,Intensificación,
0 20 048,Evolución del elemento,Cifra de clave,Desconocida,
0 20 048,Evolución del elemento,Cifra de clave,Reservadas,
0 20 048,Evolución del elemento,Cifra de clave,Valor faltante,
0 20 050,Índice de nubes,Cifra de clave,Reservada,
0 20 050,Índice de nubes,Cifra de clave,Primera nube baja,
0 20 050,Índice de nubes,Cifra de clave,Segunda nube baja,
0 20 050,Índice de nubes,Cifra de clave,Tercera nube baja,
0 20 050,Índice de nubes,Cifra de clave,Primera nube media,
0 20 050,Índice de nubes,Cifra de clave,Segunda nube media,
0 20 050,Índice de nubes,Cifra de clave,Tercera nube media,
0 20 050,Índice de nubes,Cifra de clave,Primera nube alta,
0 20 050,Índice de nubes,Cifra de clave,Segunda nube alta,
0 20 050,Índice de nubes,Cifra de clave,Reservadas,
0 20 050,Índice de nubes,Cifra de clave,Valor faltante,
0 20 055,Estado del cielo en los trópicos,Cifra de clave,"Los cúmulos, si los hay, son pequeños; en conjunto cubren menos de 2/8 del cielo, excepto sobre las laderas a barlovento de terrenos elevados; su ancho medio iguala por lo menos a la altura",
0 20 055,Estado del cielo en los trópicos,Cifra de clave,"Cúmulos de dimensiones intermedias cubren menos de 5/8 del cielo, su ancho medio es mayor que su altura; con desarrollos verticales donde no hay, o casi no hay, signos de precipitación, excepto a lo largo de las laderas de terrenos elevados; ausencia generalizada de nubes medias o superiores",
0 20 055,Estado del cielo en los trópicos,Cifra de clave,Cúmulos con protuberancias y torretas que crecen rápidamente y van disminuyendo con la altura y cuyos remates tienden a separarse de la masa inferior de nubes y se disuelven a los pocos minutos,
0 20 055,Estado del cielo en los trópicos,Cifra de clave,Cúmulos con protuberancias y torretas que se inclinan francamente a sotavento; la altura de las nubes es más de una vez y media su ancho medio,
0 20 055,Estado del cielo en los trópicos,Cifra de clave,Cúmulos con protuberancias y torretas que se inclinan francamente a barlovento; la altura de las nubes es más de una vez y media su ancho medio,
0 20 055,Estado del cielo en los trópicos,Cifra de clave,Cúmulos congestus altos con grandes protuberancias de una altura más de dos veces mayor que su ancho medio; no se disponen en racimos ni líneas; una o más capas se destacan de las torretas de nubes aunque no existen capas continuas (véase la Nota),
0 20 055,Estado del cielo en los trópicos,Cifra de clave,Cumulonimbos aislados o amplios racimos de torretas de cúmulos separados por anchos espacios libres de nubes; las bases de las nubes son oscuras por lo general y se observan chubascos en la mayoría de las células; pueden advertirse algunas nubes medias y superiores dispersas; las diferentes células de los cúmulos son una o dos veces más altas que anchas,
0 20 055,Estado del cielo en los trópicos,Cifra de clave,Numerosos cúmulos que se extienden por la troposfera media con capas continuas o discontinuas de nubes medias y/o cirrostratos; por lo general las torretas de cúmulos no disminuyen con la altura; la base de las nubes es oscura y desigual y se producen algunos chubascos,
0 20 055,Estado del cielo en los trópicos,Cifra de clave,"Nubes medias, densas y continuas y/o capas de cirrostratos con algunos grandes cumulonimbos o cúmulos congestus aislados, que las penetran; ocasionalmente se observan lluvias débiles de las capas de altostratos; las bases de los cumulonimbos son irregulares y oscuras y se ven chubascos (véase la Nota)",
0 20 055,Estado del cielo en los trópicos,Cifra de clave,Capas continuas de nubes medias y/o cirrostratos con cumulonimbos o cúmulos congestus dispuestos en líneas o bandas de nubes; por lo general se observan lluvias de las capas de altostratos y fuertes chubascos de los cumulonimbos; viento con carácter de turbonada,
0 20 055,Estado del cielo en los trópicos,Cifra de clave,Se desconoce el estado del cielo o no corresponde a ninguna de las descripciones precedentes,
0 20 055,Estado del cielo en los trópicos,Cifra de clave,Reservadas,
0 20 055,Estado del cielo en los trópicos,Cifra de clave,Valor faltante,
0 20 056,Fase de las nubes,Cifra de clave,Desconocida,
0 20 056,Fase de las nubes,Cifra de clave,Agua,
0 20 056,Fase de las nubes,Cifra de clave,Hielo,
0 20 056,Fase de las nubes,Cifra de clave,Mixta,
0 20 056,Fase de las nubes,Cifra de clave,Despejado,
0 20 056,Fase de las nubes,Cifra de clave,Agua subfundida en estado líquido,
0 20 056,Fase de las nubes,Cifra de clave,Reservada,
0 20 056,Fase de las nubes,Cifra de clave,Valor faltante,
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,Superficie del suelo seca (sin grietas ni cantidad apreciable de polvo o arena suelta),sin nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,Superficie del suelo húmeda,sin nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,Superficie del suelo mojada (agua estancada en pequeños o grandes charcos),sin nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,Inundado,sin nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,Superficie del suelo congelada,sin nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,Escarcha sobre el suelo,sin nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,Polvo o arena seca sueltos que no cubren completamente el suelo,sin nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,Cubierta delgada de polvo o arena sueltos que cubren completamente el suelo,sin nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,Cubierta moderada o espesa de polvo o arena seca que cubre completamente el suelo,sin nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,Suelo sumamente seco y agrietado,sin nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,Suelo predominantemente cubierto de hielo,con nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,Nieve compacta o húmeda (con hielo o sin él) que cubre menos de la mitad del suelo,con nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,"Nieve compacta o húmeda (con hielo o sin él) que cubre, por lo menos, la mitad del suelo, pero no completamente",con nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,"Manto regular de nieve compacta o húmeda, que cubre completamente el suelo",con nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,"Capa irregular de nieve, compacta o húmeda, que cubre completamente el suelo",con nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,Nieve seca suelta que cubre menos de la mitad del suelo,con nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,"Nieve seca suelta, que cubre por lo menos, la mitad del suelo, pero no completamente",con nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,"Capa regular de nieve seca suelta, que cubre completamente el suelo",con nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,"Capa irregular de nieve seca suelta, que cubre completamente el suelo",con nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,Nieve que cubre completamente el suelo; ventiscas profundas,con nieve o cobertura de hielo mensurable
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,Reservadas,
0 20 062,Estado del suelo (con o sin nieve),Cifra de clave,Valor faltante,
0 20 063,Fenómenos especiales,Cifra de clave,Reservada,
0 20 063,Fenómenos especiales,Cifra de clave,"Velocidad máxima de las ráfagas superior a 11,5 m/s",
0 20 063,Fenómenos especiales,Cifra de clave,"Velocidad media máxima del viento superior a 17,5 m/s",
0 20 063,Fenómenos especiales,Cifra de clave,Reservadas,
0 20 063,Fenómenos especiales,Cifra de clave,Visibilidad superior a 100 000 m,
0 20 063,Fenómenos especiales,Cifra de clave,Reservadas,
0 20 063,Fenómenos especiales,Cifra de clave,Espejismo: sin especificación,10-19 Espejismo
0 20 063,Fenómenos especiales,Cifra de clave,Espejismo: imagen de objeto que emerge a distancia (espejismo emergente),10-19 Espejismo
0 20 063,Fenómenos especiales,Cifra de clave,Espejismo: imagen de objeto que emerge claramente en el horizonte,10-19 Espejismo
0 20 063,Fenómenos especiales,Cifra de clave,Espejismo: imagen invertida de objeto distante,10-19 Espejismo
0 20 063,Fenómenos especiales,Cifra de clave,Espejismo: imágenes complejas y múltiples de objeto distante (imágenes en posición normal),10-19 Espejismo
0 20 063,Fenómenos especiales,Cifra de clave,Espejismo: imágenes complejas y múltiples de objeto distante (con inversión de algunas imágenes),10-19 Espejismo
0 20 063,Fenómenos especiales,Cifra de clave,Espejismo: imagen del sol o la luna apreciablemente distorsionada,10-19 Espejismo
0 20 063,Fenómenos especiales,Cifra de clave,"Espejismo: sol visible, aunque esté situado astronómicamente debajo del horizonte",10-19 Espejismo
0 20 063,Fenómenos especiales,Cifra de clave,"Espejismo: luna visible, aunque esté situada astronómicamente debajo del horizonte",10-19 Espejismo
0 20 063,Fenómenos especiales,Cifra de clave,Reservada,10-19 Espejismo
0 20 063,Fenómenos especiales,Cifra de clave,"Oscuridad diurna, bastante, más intensa en la dirección especificada","20-22 Oscuridad diurna, más intensa en la dirección especificada"
0 20 063,Fenómenos especiales,Cifra de clave,"Oscuridad diurna, mucha, más intensa en la dirección especificada","20-22 Oscuridad diurna, más intensa en la dirección especificada"
0 20 063,Fenómenos especiales,Cifra de clave,"Oscuridad diurna, total, más intensa en la dirección especificada","20-22 Oscuridad diurna, más intensa en la dirección especificada"
0 20 063,Fenómenos especiales,Cifra de clave,Reservadas,
